店舗名称,エリア,券種,place_name,formatted_address,lat,lng,category
ミスタータイヤマンパドック飯塚,上三緒,digital,ミスタータイヤマン パドック飯塚,〒820-0013 福岡県飯塚市上三緒１−６３,33.6188732,130.7195038,自動車修理
焼肉レストラン牛仙,川津,digital,焼肉レストラン 牛仙,〒820-0067 福岡県飯塚市川津７７−２ キュート舞の浦 1F,33.6560576,130.6816713,飲食店
ボンフカヤ ゆめタウン飯塚店,菰田西,digital,ボンフカヤ ゆめタウン飯塚店,〒820-0017 福岡県飯塚市菰田西３丁目６−１ ゆめタウン飯塚 1F,33.63178440000001,130.6849767,靴店
焼肉のすから,鶴三緒,digital,すから,〒820-0014 福岡県飯塚市鶴三緒１４７６−５,33.626212,130.698,飲食店
熾火ト酒,本町,digital,熾火ト酒,〒820-0042 福岡県飯塚市本町８−１７,33.639039,130.685579,飲食店
かめ屋質店,吉原町,digital,かめ屋質店,〒820-0040 福岡県飯塚市吉原町７−２１ 扶桑ビル,33.6404379,130.686858,店舗
フジイ進物店,飯塚,digital,（株）フジイ進物店,〒820-0041 福岡県飯塚市飯塚１１−２６,33.6367052,130.6861046,店舗
もりまさ薬局,上三緒,digital,もりまさ薬局,〒820-0013 福岡県飯塚市上三緒１７７−２２,33.6224288,130.7165619,健康・医療
げんき屋,川津,digital,焼鳥 げんき屋,〒820-0067 福岡県飯塚市川津２８３−１,33.6511351,130.6785974,飲食店
マックハウスゆめタウン飯塚店,菰田西,digital,マックハウス ゆめタウン飯塚店,〒820-0017 福岡県飯塚市菰田西３丁目６−１ ゆめタウン飯塚 2F,33.6303356,130.6853387,衣料品店
セブンイレブン飯塚鶴三緒店,鶴三緒,digital,セブン-イレブン 飯塚鶴三緒店,〒820-0014 福岡県飯塚市鶴三緒１５４８−２,33.6245528,130.6996706,コンビニ
佐藤眼鏡店(メガネのサトー),本町,digital,メガネのサトー本町店,〒820-0042 福岡県飯塚市本町７−２０ 商店街,33.6399219,130.684705,健康・医療
やきとりの炭活,吉原町,digital,やきとりの炭活,〒820-0040 福岡県飯塚市吉原町８−４７,33.6400415,130.6870729,飲食店
Cut in Murashi,飯塚,digital,カットインムラシ美容室,〒820-0041 福岡県飯塚市飯塚４−１９ アークスビル,33.6373578,130.6865328,美容室
居酒屋落花生,上三緒,digital,落花生,〒820-0013 福岡県飯塚市上三緒４４５−１７,33.6256907,130.7154942,飲食店
aruk cafe,川津,digital,aruk cafe（アルクカフェ),〒820-0067 福岡県飯塚市川津２７１−２,33.6505855,130.6790493,カフェ
マルイチ商会,菰田西,digital,マルイチ商会,〒820-0017 福岡県飯塚市菰田西３丁目４−１,33.6314038,130.6866424,その他
寿司海鮮和食処 やますい,鶴三緒,digital,寿司海鮮和食処 やますい,〒820-0014 福岡県飯塚市鶴三緒１０９９−３,33.6274483,130.7010966,飲食店
しまづ者,本町,digital,海鮮居酒屋 しまづ者,〒820-0042 福岡県飯塚市本町８−７,33.6395675,130.6859262,飲食店
ファミリーショップそうあい,吉原町,digital,（有）ソウアイ,〒820-0040 福岡県飯塚市吉原町７−２１,33.6403609,130.6868951,宝飾店
元野木書店,飯塚,digital,（株）元野木書店,〒820-0041 福岡県飯塚市飯塚１８−３,33.6369614,130.6846128,書店
おしゃれハウスアモ,柏の森,digital,おしゃれハウス アモ,〒820-0011 福岡県飯塚市柏の森５１６−１,33.640041,130.698712,美容室
小林硝子店,川津,digital,（株）小林硝子店,〒820-0067 福岡県飯塚市川津３５７−５,33.6468372,130.6756212,店舗
まるまんフィオーレ,菰田西,digital,まるまんフィオーレゆめタウン飯塚店,〒822-0017 福岡県飯塚市菰田西３丁目６−１ ゆめタウン飯塚 1階,33.6326269,130.6852821,店舗
スーパーセンタートライアル飯塚店,徳前,digital,スーパーセンタートライアル飯塚店,〒820-0033 福岡県飯塚市徳前４０−１,33.632029,130.683112,ドラッグストア
ＲＲＲエンターテイメント,本町,digital,本町商店街,〒820-0042 福岡県飯塚市本町１０,33.6382869,130.6849324,その他
鳥一,吉原町,digital,とり料理 鳥一（とりいち）,〒820-0040 福岡県飯塚市吉原町８−２３,33.6390197,130.6879247,飲食店
矢野鮮魚店,飯塚,digital,矢野鮮魚店,〒820-0041 福岡県飯塚市飯塚１２−２４,33.6370761,130.6850659,飲食店
麻生塾スポーツガーデン,柏の森,digital,麻生塾スポーツガーデン,〒820-0011 福岡県飯塚市柏の森１１−４,33.6436111,130.7097222,その他
サンドラッグ九工大前店,川津,digital,サンドラッグ 九工大前店,〒820-0067 福岡県飯塚市川津６８０−５,33.6515262,130.6728321,ドラッグストア
八女茶の西村園茶舗 ゆめタウン飯塚店,菰田西,digital,西村園茶舗,〒820-0017 福岡県飯塚市菰田西３丁目６−１,33.6325403,130.6852944,飲食店
アルゾ飯塚幸袋店,中,digital,アルゾ 飯塚幸袋店,〒820-0065 福岡県飯塚市中２２７−１,33.6665053,130.687537,飲食店
炭バル ダブル,本町,digital,炭バル www-double-（ダブル）,〒820-0042 福岡県飯塚市本町７−２８ ザ、ズームビル 1F,33.6404029,130.6848165,飲食店
内藤園あいタウン店,吉原町,digital,（株）内藤園 支店あいタウン店,〒820-0040 福岡県飯塚市吉原町６−１,33.641744,130.686434,飲食店
ユゲデンキ,飯塚,digital,ユゲデンキ（株） サウンズライフユゲ別館,〒820-0041 福岡県飯塚市飯塚１２−１１,33.6370585,130.6857286,電器店
麻生塾ボウル,柏の森,digital,麻生塾ボウル,〒820-0011 福岡県飯塚市柏の森６−１ 麻生塾ボウル １階,33.6448336,130.7092223,ボウリング
酒の昌屋,川津,digital,酒の昌屋,〒820-0067 福岡県飯塚市川津４１９−１,33.646618,130.67461,店舗
ゆめタウン飯塚,菰田西,digital,ゆめタウン飯塚,〒820-0017 福岡県飯塚市菰田西３丁目６−１,33.6320873,130.6850743,shopping_mall
内山刃物,中,digital,内山刃物,〒820-0065 福岡県飯塚市中４８４−２,33.6652722,130.6844996,店舗
セブンイレブン飯塚本町店,本町,digital,セブン-イレブン 飯塚本町店,〒820-0042 福岡県飯塚市本町８−１,33.6397608,130.6856687,コンビニ
学生服のひめじ屋,吉原町,digital,学生服のひめじ屋,〒820-0040 福岡県飯塚市吉原町６−１ あいタウン 1階,33.6417444,130.6864091,衣料品店
リコグリル,飯塚,digital,リコグリル,〒820-0041 福岡県飯塚市飯塚１１−２３,33.636773,130.685873,バー
一八飯店,柏の森,digital,中華料理 一八飯店,〒820-0011 福岡県飯塚市柏の森９２,33.6389363,130.7061228,飲食店
パティスリースペリオール,川津,digital,Patisserie SUPERIOR (パティスリースペリオール),〒820-0067 福岡県飯塚市川津１９４−２,33.6531725,130.679943,ベーカリー
メガネのヨネザワ ゆめタウン飯塚店,菰田西,digital,メガネのヨネザワ ゆめタウン飯塚店,〒820-0017 福岡県飯塚市菰田西３丁目６−１,33.6326269,130.6852821,健康・医療
Cafe Rocco,中,digital,Cafe ROCCO（カフェ・ロッコ）,〒820-0065 福岡県飯塚市中４３１−１,33.6648264,130.6857647,カフェ
E-REVO卓球BASE,本町,digital,E-REVO 卓球BASE（イーレボ）,〒820-0042 福岡県飯塚市本町１３−８ 飯塚SSビル 5階,33.6374474,130.6846155,その他
Ｐｓ 美容室,吉原町,digital,Ps美容室,〒820-0040 福岡県飯塚市吉原町５−３ TMビル,33.643541,130.685384,美容室
にじいろ整体セラピー,飯塚,digital,にじいろ整体セラピー,〒820-0041 福岡県飯塚市飯塚１８−３ 元野木書店ビル 1Ｆ,33.6369614,130.6846128,その他
串かつ 壱番串,柏の森,digital,串かつ 壱番串,〒820-0011 福岡県飯塚市柏の森５０３−１,33.6388378,130.6993561,飲食店
セブンイレブン飯塚川津店,川津,digital,セブン-イレブン 飯塚川津店,〒820-0067 福岡県飯塚市川津３５９−２,33.6473579,130.6760038,コンビニ
Life Clip(ライフクリップ),菰田西,digital,Life Clip（ライフクリップ）,〒820-0017 福岡県飯塚市菰田西３丁目６−１ ゆめタウン飯塚 ２F,33.631195,130.6855917,店舗
カラオケリズミカル サンタス飯塚店,中,digital,カラオケリズミカル 飯塚サンタス店,〒820-0065 福岡県飯塚市中３３０−１,33.6675669,130.6833256,その他
タイラ時計店,本町,digital,宝石時計のタイラ,〒820-0042 福岡県飯塚市本町１５−８,33.638828,130.68472,店舗
味の明太子ふくや飯塚店,吉原町,digital,味の明太子ふくや 飯塚店,〒820-0040 福岡県飯塚市吉原町１１−２ 佐藤ビル,33.640764,130.685915,飲食店
倉重酒店ー酒を愉しみ食を喜ぶー,伊川,digital,倉重酒店 ー酒を愉しみ食を喜ぶー,〒820-0054 福岡県飯塚市伊川５３５−１７,33.6511709,130.6542629,店舗
おの庄,柏の森,digital,おの庄,〒820-0011 福岡県飯塚市柏の森１０３８−２,33.6424941,130.6983472,飲食店
焼肉ソウル,川津,digital,焼肉 ソウル（飯塚）,〒820-0067 福岡県飯塚市川津１５１−１,33.653509,130.6803373,飲食店
渡辺果実店,菰田西,digital,渡辺果実店,〒820-0017 福岡県飯塚市菰田西２丁目２−３１,33.6286938,130.6882939,飲食店
ステーキビストロWaltz,中,digital,ステーキビストロ Waltz（ワルツ）,〒820-0065 福岡県飯塚市中１７７−１,33.6663303,130.6881732,飲食店
竹川鮮魚,本町,digital,竹川鮮魚,〒820-0042 福岡県飯塚市本町１６−３２,33.6402377,130.6840207,飲食店
音楽BAR BREAK TIME,吉原町,digital,音楽BAR ブレイクタイム,〒820-0040 福岡県飯塚市吉原町８−４０,33.6393436,130.6873783,バー
木原コンタクト,伊岐須,digital,木原眼科医院,〒820-0053 福岡県飯塚市伊岐須２９８−６,33.652417,130.665148,医療機関
炭火焼肉嘉苑,柏の森,digital,炭火焼肉嘉苑,〒820-0011 福岡県飯塚市柏の森４−１,33.6449439,130.7081285,飲食店
東洋ドライ 川津店,川津,digital,（株）東洋ドライ（クリーニング）川津店,〒820-0067 福岡県飯塚市川津１４９−１,33.6533918,130.6806087,クリーニング
セブンイレブン飯塚下三緒店,下三緒,digital,セブン-イレブン 飯塚下三緒店,〒820-0012 福岡県飯塚市下三緒２９６−８,33.634842,130.704977,コンビニ
ツルハドラッグ 中店,中,digital,ツルハドラッグ 中店,〒820-0065 福岡県飯塚市中４１９−１,33.6648468,130.6868689,ドラッグストア
千鳥屋本家 飯塚本店,本町,digital,千鳥屋本家 飯塚本店,〒820-0042 福岡県飯塚市本町４−２１ 4番21号,33.6380121,130.6866114,飲食店
丸和カーテン,吉原町,digital,丸和カーテン,〒820-0040 福岡県飯塚市吉原町６−１ あいタウン ２Ｆ,33.6417819,130.6864612,生活雑貨
炒めラーメンYAMA,伊岐須,digital,炒めラーメンYama,〒820-0053 福岡県飯塚市伊岐須６３８−４,33.6517839,130.6571965,飲食店
きっずえんじぇる飯塚店,柏の森,digital,きっずえんじぇる 飯塚店,〒820-0011 福岡県飯塚市柏の森５４２−１１,33.6420612,130.6981549,衣料品店
東洋ドライ ハローデイ店,川津,digital,（株）東洋ドライ（クリーニング）ハローデイ店,〒820-0067 福岡県飯塚市川津６８０−５,33.651337,130.6727512,クリーニング
ＲａｙーｇーＣａｓｔ（レイジーキャスト）,下三緒,digital,レイジーキャスト,〒820-0012 福岡県飯塚市下三緒３２４−１,33.6342338,130.7046077,店舗
にこにこ亭,中,digital,ほかほか弁当 にこにこ亭 幸袋店,〒820-0065 福岡県飯塚市中４３１−６,33.6647112,130.6860407,飲食店
街家ｃａｆｅつむぎ,本町,digital,街家cafe つむぎ,〒820-0042 福岡県飯塚市本町１６−８,33.6397623,130.6844713,カフェ
や台ずし飯塚バスターミナル本町,吉原町,digital,や台ずし飯塚バスターミナル町,〒820-0040 福岡県飯塚市吉原町１１−３,33.6407944,130.6860557,飲食店
ドラッグストアコスモス伊岐須店,伊岐須,digital,ドラッグストアコスモス 伊岐須店,〒820-0053 福岡県飯塚市伊岐須１３０−２,33.652093,130.6665254,ドラッグストア
GYOGYOSUKE second,柏の森,digital,ぎょぎょすけ 柏の森店 夢魚夢串~ドリームフード~,〒820-0011 福岡県飯塚市柏の森５３２−３,33.64105680000001,130.6985922,飲食店
手打うどん・レンストランなごし,川津,digital,手打うどん&レストラン NAGOSHI（なごし）,〒820-0067 福岡県飯塚市川津２６−１,33.6563801,130.6828485,飲食店
(株)九酸ガス住設飯塚営業所,目尾,digital,(株)九酸ガス住設,〒820-0062 福岡県飯塚市目尾３９８,33.6716912,130.6984982,その他
ふくまＤＥＮＫＩ,中,digital,Panasonic shop 福島電機,〒820-0005 福岡県飯塚市新飯塚２３−２３,33.6432542,130.6891245,生活雑貨
とりさし梅松 福岡飯塚店,本町,digital,とりさし梅松 福岡飯塚店,〒820-0042 福岡県飯塚市本町８−３０,33.639551,130.6848886,飲食店
ゆめマート飯塚,吉原町,digital,ゆめマート 飯塚,〒820-0040 福岡県飯塚市吉原町６−１ ゆめマート飯塚店内,33.6417013,130.6863434,飲食店
セブンイレブン飯塚伊岐須店,伊岐須,digital,セブン-イレブン 飯塚伊岐須店,〒820-0053 福岡県飯塚市伊岐須７２２−１,33.6521677,130.6606307,コンビニ
ワイン食堂GLUGLU,柏の森,digital,ワイン食堂 GLUGLU,〒820-0011 福岡県飯塚市柏の森５００−２,33.6391168,130.6988128,飲食店
内藤園ハローデイ九工大前店,川津,digital,内藤園 支店ハローデイ九工大前,〒820-0067 福岡県飯塚市川津６８０−５,33.6509185,130.672482,飲食店
炭火居酒屋喜楽,目尾,digital,炭火居酒屋 喜楽,〒820-0062 福岡県飯塚市目尾４０２−９,33.6715813,130.698398,飲食店
ふらってぃーのドッグカフェ,中,digital,ふらってぃールーム,〒820-0065 福岡県飯塚市中３５３,33.6659423,130.6859521,宿泊施設
はとや ルナ店,本町,digital,株式会社はとや ルナ店,〒820-0042 福岡県飯塚市本町１０−１８,33.6384683,130.6849227,衣料品店
龍王塾,吉原町,digital,龍王塾,〒820-0040 福岡県飯塚市吉原町２−１８ 中野ビル,33.6410123,130.6854804,学校・教育
兵六玉,伊岐須,digital,居酒屋 兵六玉,〒820-0053 福岡県飯塚市伊岐須１４８−１３,33.65236300000001,130.6659656,飲食店
ケンタッキーフライドチキン飯塚かやの森店,柏の森,digital,ケンタッキーフライドチキン飯塚かやの森店,〒820-0011 福岡県飯塚市柏の森56−１,33.6435072,130.7039937,飲食店
ハローデイ九工大前店,川津,digital,ハローデイ 九工大前店,〒820-0067 福岡県飯塚市川津６８０−５,33.650856,130.6724498,飲食店
セブンイレブン飯塚庄司店,庄司,digital,セブン-イレブン 飯塚庄司店,〒820-0051 福岡県飯塚市庄司３５７−１,33.6769439,130.6714062,コンビニ
フロム,中,digital,居酒屋 FROM（フロム）,〒820-0065 福岡県飯塚市中３３６−２,33.6666059,130.6833873,飲食店
ひよ子本舗吉野堂 飯塚本店,本町,digital,ひよ子本舗吉野堂 飯塚本店,〒820-0042 福岡県飯塚市本町１５−１,33.6393749,130.6846148,飲食店
Ｒｕｄｉｅｓ ｃａｆｅ（ルーディーズ カフェ）,吉原町,digital,Rudies cafe (ルーディーズカフェ),〒820-0040 福岡県飯塚市吉原町７−５,33.6411409,130.6869021,カフェ
フジキアドワークス(株）,伊岐須,digital,フジキアドワークス（株）（旧フジキ印刷）,〒820-0053 福岡県飯塚市伊岐須４９０−１５,33.6467271,130.6577977,その他
コーヒーミルククレイジー,柏の森,digital,コーヒーミルククレイジー,〒820-0011 福岡県飯塚市柏の森６０５−１３,33.6410866,130.6965402,カフェ
くすりのハッピー川津店,川津,digital,くすりのハッピー 川津店,〒820-0067 福岡県飯塚市川津２６６−２,33.6499649,130.6784046,ドラッグストア
アンジョルノカフェ,新飯塚,digital,UN GIORNO CAFE,〒820-0005 福岡県飯塚市新飯塚７−３３,33.6434671,130.6935389,カフェ
丸島園,中,digital,丸島園,〒820-0065 福岡県飯塚市中１０９３−１,33.6718337,130.6775354,飲食店
ビューティ アイランド,本町,digital,カツウラ化粧品ビューティアイランド,〒820-0042 福岡県飯塚市本町１−１２,33.6403722,130.6856612,店舗
炉ばた髙,吉原町,digital,炉ばた 高 (たか),〒820-0040 福岡県飯塚市吉原町４−３ 丸光ビル 1階,33.6422467,130.6852629,飲食店
フジノ酒店,伊岐須,digital,フジノ酒店,〒820-0053 福岡県飯塚市伊岐須１４８−１１,33.6523314,130.6660354,店舗
ドラッグストアコスモス柏の森店,柏の森,digital,ドラッグストアコスモス 柏の森店,〒820-0011 福岡県飯塚市柏の森６０７−３,33.6402889,130.6967437,ドラッグストア
ハッピー薬局川津店,川津,digital,ハッピー薬局 川津店,〒820-0067 福岡県飯塚市川津２６６−２,33.6499834,130.6785617,ドラッグストア
井上洋服店,新飯塚,digital,井上洋服店,〒820-0005 福岡県飯塚市新飯塚６−１６,33.643742,130.692848,衣料品店
酒肴むげん,中,digital,酒肴 むげん,〒820-0065 福岡県飯塚市中４８４−２,33.6652881,130.684498,飲食店
タビーガレージ,本町,digital,キャンピングカーレンタル/YADOCARRY販売店 タビーガレージ,〒820-0042 福岡県飯塚市本町２−１９ 2階 【車両展示場は近くにあります】,33.6398857,130.6862101,car_rental
ふたせ饅頭本舗,伊岐須,digital,ふたせ饅頭本舗,〒820-0053 福岡県飯塚市伊岐須２９５−１３,33.6521252,130.6660298,飲食店
ドラッグストアコスモス近大前店,柏の森,digital,ドラッグストアコスモス 近大前店,〒820-0011 福岡県飯塚市柏の森１−４０,33.646176,130.711736,ドラッグストア
(株)バイタルリソース応用研究所,川津,digital,（株）バイタルリソース応用研究所,〒820-0067 福岡県飯塚市川津６８０−４１,33.6510286,130.6710338,その他
揚げ処えびるす,新飯塚,digital,揚げ処 えびるす,〒820-0005 福岡県飯塚市新飯塚１０−５,33.64336249999999,130.6926906,飲食店
モスバーガー飯塚幸袋店,中,digital,モスバーガー飯塚幸袋店,〒820-0065 福岡県飯塚市中４２６−１,33.6644571,130.6862889,カフェ
ブルーミン,本町,digital,ブルーミン,〒820-0042 福岡県飯塚市本町１６−１０,33.6395387,130.6846376,衣料品店
AOKI飯塚店,秋松,digital,AOKI 飯塚店,〒820-0083 福岡県飯塚市秋松８９５−１,33.6193143,130.6702425,衣料品店
レインボーファクトリー飯塚店,伊岐須,digital,レインボーファクトリー飯塚店,〒820-0053 福岡県飯塚市伊岐須６４２−１,33.6518727,130.6578066,宝飾店
サーティワンアイスクリーム飯塚かやの森店,柏の森,digital,サーティワンアイスクリーム 飯塚かやの森店,〒820-0011 福岡県飯塚市柏の森56ｰ1,33.6435341,130.7036883,ベーカリー
本格インド料理ルパ飯塚店,川津,digital,本場インド料理 ルパ 飯塚店,〒820-0067 福岡県飯塚市川津２０２−１,33.6522548,130.679306,飲食店
久里屋,新飯塚,digital,久里屋,〒820-0005 福岡県飯塚市新飯塚１９−３０,33.6442742,130.6911679,飲食店
もつ家,中,digital,高級ホルモン料理 もつ家,〒820-0065 福岡県飯塚市中３５０−８,33.6658623,130.6841278,飲食店
アートギャラリー紅椿,本町,digital,紅椿,〒820-0042 福岡県飯塚市本町１６−８,33.6397558,130.6844515,生活雑貨
大川家具アウトレットオックス,秋松,digital,大川良質アウトレット家具 OX (オックス）,〒820-0083 福岡県飯塚市秋松８７５−１０,33.6184326,130.6711462,家具店
スーパーASO 潤野店,潤野,digital,スーパーASO 潤野店,〒820-0021 福岡県飯塚市潤野５２,33.6309319,130.661119,飲食店
サウンドダイニング音色,柏の森,digital,サウンドダイニング 音色,〒820-0011 福岡県飯塚市柏の森５００−２ ダイマルコーポ柏の森 A号,33.6391831,130.6987641,バー
セブンイレブン飯塚幸袋店,幸袋,digital,セブン-イレブン 飯塚幸袋店,〒820-0066 福岡県飯塚市幸袋２１８−７,33.6603044,130.6838243,コンビニ
五龍酒店,新飯塚,digital,五龍酒店,〒820-0005 福岡県飯塚市新飯塚１１−３,33.6439904,130.6923309,店舗
あかね工房,鯰田,digital,肉のなかむら(あかね工房）,〒820-0001 福岡県飯塚市鯰田７６−１,33.6560633,130.7139877,飲食店
丸山生花店,本町,digital,丸山生花店,〒820-0042 福岡県飯塚市本町１６−３１,33.6402157,130.6839907,花屋
ケーズデンキ飯塚店,秋松,digital,ケーズデンキ 飯塚店,〒820-0083 福岡県飯塚市秋松68番地,33.6248213,130.6784201,電器店
きど葬祭やまさ飯塚斎場,潤野,digital,（有）きど葬祭 やまさ飯塚斎場,〒820-0021 福岡県飯塚市潤野８６０−１,33.6328118,130.6620609,葬儀場
エステサロン シャルール,柏の森,digital,Chaleur（シャルール）,〒820-0011 福岡県飯塚市柏の森４７３−６,33.6378002,130.6999916,美容室
千鳥屋本家 幸袋店,幸袋,digital,千鳥屋本家 幸袋店,〒820-0066 福岡県飯塚市幸袋８２７−１２,33.6621677,130.6841794,飲食店
居酒屋佐助,新飯塚,digital,居酒屋 佐助 ※喫煙可,〒820-0005 福岡県飯塚市新飯塚４−１２,33.645046,130.6925297,飲食店
リラクゼーションサロン 足癒夢,鯰田,digital,リラクゼーション 来夢,〒820-0066 福岡県飯塚市幸袋４７２−３ 恵ビル 1F,33.6580096,130.6844168,その他
味覚焼,本町,digital,飯塚名物 味覚焼の 味覚庵,〒820-0042 福岡県飯塚市本町８−７,33.6396489,130.6859887,飲食店
ケンタッキーフライドチキン飯塚秋松店,秋松,digital,ケンタッキーフライドチキン飯塚秋松店,〒820-0083 福岡県飯塚市秋松８６４−１,33.617748,130.6710089,飲食店
牛角飯塚店,潤野,digital,牛角 飯塚店,〒820-0088 福岡県飯塚市弁分159ｰ8,33.6230329,130.6670696,飲食店
かやのもり音楽Cafｅ Ｓｉｎｏｓ,柏の森,digital,かやのもり音楽Cafe Sinos シーノス,〒820-0011 福岡県飯塚市柏の森92−３５０,33.6426632,130.7091143,カフェ
TRIAL GO飯塚幸袋店,幸袋,digital,TRIAL GO 飯塚幸袋店,〒820-0066 福岡県飯塚市幸袋４６４−１,33.6573443,130.684061,飲食店
佐藤コンタクトレンズセンター,新飯塚,digital,佐藤眼科医院,〒820-0005 福岡県飯塚市新飯塚６−２１,33.6438204,130.6929881,医療機関
ほとめき市場 一太郎,鯰田,digital,ほとめき市場 一太郎,〒820-0001 福岡県飯塚市鯰田１６４６−６,33.6619877,130.7036875,飲食店
わた惣,本町,digital,わた惣,〒820-0042 福岡県飯塚市本町１６−１０,33.6396212,130.684531,飲食店
炭焼酒処幸炭,秋松,digital,炭焼酒処 幸炭(こうたん),〒820-0083 福岡県飯塚市秋松８７０−１,33.6184085,130.6720231,飲食店
くすりのハッピー 潤野店,潤野,digital,くすりのハッピー 潤野店,〒820-0021 福岡県飯塚市潤野８８５−３３,33.6350076,130.665431,ドラッグストア
志ののめ,柏の森,digital,志ののめ - YAMADORA -,〒820-0011 福岡県飯塚市柏の森５２０−２０,33.6404244,130.6981142,飲食店
ミュージアムショップ白蓮,幸袋,digital,ショップ白蓮,〒820-0066 福岡県飯塚市幸袋３００,33.6614272,130.6860656,店舗
おでん炭火焼眞次郎,新飯塚,digital,炭火焼・おでん 眞次郎,〒820-0005 福岡県飯塚市新飯塚１４−２,33.6439151,130.6918366,飲食店
鰻一太郎,鯰田,digital,うなぎ専門店 鰻一太郎,〒820-0001 福岡県飯塚市鯰田１６４６−７,33.6622627,130.7029826,飲食店
アーユルヴェーダサロンエルフローラ,宮町,digital,アロマ・アーユルヴェーダサロン エルフローラ,〒820-0069 福岡県飯塚市宮町２−８ ２F,33.6403987,130.6837823,美容室
サンドラッグ穂波店,秋松,digital,サンドラッグ 穂波店,〒820-0083 福岡県飯塚市秋松９１６−１,33.6203222,130.670726,ドラッグストア
茶寮このみ,潤野,digital,日本料理 茶寮このみ,〒820-0021 福岡県飯塚市潤野１３２７−１,33.6402849,130.6593679,飲食店
シャトレーゼ柏の森店,柏の森,digital,シャトレーゼ 柏の森店,〒820-0011 福岡県飯塚市柏の森８−５,33.6452052,130.7104171,ベーカリー
雑貨牧場GAYU,菰田東,digital,雑貨牧場GAYU（がゆ）,〒820-0016 福岡県飯塚市菰田東２丁目２２−１３,33.63048500000001,130.6938279,店舗
シャンソン化粧品ＣＥサロン ’elua,新飯塚,digital,シャンソン化粧品ＣＥサロン'elua(エルア),〒820-0005 福岡県飯塚市新飯塚１７−１３,33.6433451,130.6908943,美容室
回転寿司 一太郎,鯰田,digital,回転寿司 一太郎,〒820-0001 福岡県飯塚市鯰田１５２６−１７９,33.6621019,130.7047836,飲食店
